Gene	TCGA-AA-3850	TCGA-AA-3845	TCGA-AA-3852	TCGA-G4-6302	TCGA-AA-3492	TCGA-G4-6314	TCGA-G4-6311	TCGA-A6-2672	TCGA-DM-A1HA	TCGA-DM-A1HB
CYP4F23P	4	1	0	0	1	40	7	11	2	7
AC005176.2	0	0	0	0	0	0	0	0	0	0
AC245052.7	1	0	0	0	0	0	0	11	0	0
ERVV-1	0	0	0	2	0	0	5	1	4	1
AC003002.3	3	0	1	4	4	5	7	2	5	0
AC011466.3	4	3	2	5	0	3	6	43	8	3
AC010320.4	0	2	0	0	0	3	1	112	0	0
AC010624.4	0	0	1	2	0	0	0	1	2	1
AC074135.2	0	0	0	0	0	0	0	0	0	0
CLIC4P2	0	0	0	0	0	0	0	1	0	0
AC011455.2	0	0	0	0	0	0	0	0	0	0
OR7A8P	0	0	0	0	0	0	0	0	0	0
U62631.1	0	0	0	0	0	0	22	2	0	0
TMEM185A	86	95	68	522	157	522	458	128	242	240
AC093677.2	4	8	5	12	0	6	5	6	18	18
AC010422.4	1	2	3	0	0	13	0	28	3	6
AC008753.2	0	0	0	0	0	0	0	1	0	0
GPR32P1	0	0	0	0	0	0	0	0	0	0
AP001350.1	5	6	1	1	2	3	0	28	2	5
MTDHP5	0	0	0	1	0	0	0	0	0	0
HNRNPMP2	0	0	0	0	0	0	0	0	0	0
AC008764.7	0	0	0	0	0	0	0	0	0	0
SIGLEC27P	0	0	0	0	0	0	0	0	0	0
L34079.3	0	0	0	0	0	0	0	0	0	2
TDGF1P7	0	0	0	0	1	0	0	0	1	0
CT45A10	0	0	0	0	0	0	0	0	0	0
AC011500.2	0	0	0	0	0	0	0	0	0	0
AC010422.5	0	0	0	0	0	0	0	0	0	0
AL161896.1	0	0	0	0	0	0	0	0	0	0
AC016629.2	0	1	0	1	0	0	0	3	0	0
AC005523.2	0	0	0	0	0	0	0	0	0	0
AC011487.3	0	3	0	0	1	0	0	0	0	1
RPARP-AS1	200	183	231	278	367	555	328	724	623	606
MTDHP2	0	0	0	0	0	0	0	0	0	0
AL589765.7	0	0	0	1	0	1	0	1	0	0
TP53TG3HP	0	0	0	0	0	0	0	0	0	0
AC004257.1	1	0	0	0	0	0	0	2	0	0
AC010487.2	3	2	5	6	12	10	15	53	12	19
AC022146.1	0	0	0	0	0	0	0	0	0	0
AC011510.1	1	1	0	2	0	1	1	16	2	0
AC011479.3	3	5	3	1	3	6	5	133	1	1
NOP53-AS1	1	2	5	5	1	21	7	7	9	9
BNIP3P39	1	4	0	2	0	1	0	0	3	0
AC092723.1	0	1	3	9	20	0	2	7	0	0
OR7A18P	0	0	0	0	0	0	0	0	0	0
AC008760.1	9	19	9	7	11	30	37	47	59	36
AC063977.7	0	0	0	1	0	0	0	0	0	1
AC008982.2	5	2	4	9	1	16	13	82	5	9
FKBP4P2	0	0	0	0	0	0	0	0	0	0
AC010422.6	19	18	12	29	38	39	35	22	61	46
AC005197.1	0	0	0	0	0	1	0	0	0	0
AC005498.3	2	4	9	14	0	4	16	7	25	0
ZIM2	0	0	0	0	0	0	0	2	0	0
AC008687.6	0	0	0	0	0	0	0	0	1	0
AC018730.2	0	0	0	5	0	0	0	0	0	0
AC008763.3	0	0	0	0	0	1	0	0	0	0
NBPF9	117	34	54	196	185	454	426	276	246	235
CCDC194	0	0	3	1	3	4	0	18	25	2
AC006262.2	2	0	1	0	0	0	1	9	1	0
WBP1LP7	0	0	0	0	0	0	0	0	0	0
AC010319.5	0	0	0	0	0	1	0	1	3	0
AL691432.1	20	5	13	10	24	30	17	117	34	26
AC011473.4	0	0	0	0	0	0	0	0	6	0
BNIP3P29	0	0	0	0	0	1	1	0	0	0
SLC25A53	44	37	12	97	43	98	116	86	98	103
AC006262.3	0	0	0	0	0	0	0	0	0	0
AC005614.2	0	0	0	0	0	0	0	0	0	0
AC008761.2	0	0	0	1	0	0	0	0	1	0
AC008758.6	0	0	0	3	2	2	2	3	0	2
AC092070.4	0	0	0	0	0	0	0	0	0	1
AC025278.2	0	0	0	0	0	0	0	0	1	0
EXOSC3P2	0	0	0	0	0	0	0	0	0	0
AC011492.1	1	12	1	0	3	0	1	0	0	0
DPPA5P1	0	0	0	0	0	0	0	0	0	0
AC010329.2	0	0	0	0	0	0	0	0	0	1
MIR1470	0	0	0	0	0	0	0	0	0	0
AC044792.1	0	0	0	0	0	0	0	0	0	0
OR7A3P	0	0	0	0	1	0	0	0	0	0
SSX4B	0	0	0	0	0	0	0	0	0	0
AC011500.3	0	0	0	0	0	0	0	0	0	1
ZIM2-AS1	2	1	0	11	0	2	2	0	1	1
AC010642.1	0	1	1	1	0	6	3	37	4	1
AC011516.1	0	0	0	0	0	0	0	0	0	0
AC008737.3	0	0	0	0	0	0	0	0	0	0
PLEKHA3P1	5	3	7	3	2	3	4	0	4	1
AC011491.3	0	0	0	0	2	0	0	2	0	2
BICRA-AS1	2	1	1	0	0	0	1	202	2	0
AC007292.3	0	0	1	1	0	0	1	1	0	0
SCGB2B3P	0	0	0	0	0	0	0	0	0	0
AC010336.6	0	0	0	0	0	0	0	0	0	0
AC008403.3	0	0	1	0	1	3	3	2	13	5
AC010463.3	0	9	2	6	2	5	9	24	17	5
KCNQ1OT1	102	34	48	108	32	897	131	15995	299	346
AC022150.4	3	7	10	48	0	20	59	68	256	4
AC092327.2	0	0	0	0	0	0	0	0	0	0
AC234771.5	0	0	0	0	0	0	0	0	0	0
ZNF528-AS1	14	10	4	95	5	63	38	22	2	17
AC020913.3	0	0	0	1	0	2	2	46	0	1
IPO5P1	262	164	123	122	206	365	188	58	229	73
AC010620.2	0	0	0	0	0	0	0	0	0	0
AC011453.1	0	0	0	2	0	1	3	2	2	2
AC008537.2	6	7	0	20	2	9	6	22	21	8
AC092364.2	2	4	0	7	4	10	6	144	1	2
AL136172.1	0	2	1	0	0	1	1	1	10	0
AC119751.8	0	0	0	0	0	0	0	0	0	0
RNF225	0	0	0	0	1	2	5	1	0	0
EGLN2	201	237	223	821	159	918	797	1226	1225	1032
AC008735.3	0	0	0	1	0	0	0	4	0	1
AC010326.3	75	50	45	81	38	314	250	68	164	223
AC245884.10	1	2	2	0	0	1	2	21	9	0
AC008753.3	0	0	0	0	0	0	0	0	0	0
AC004754.1	10	5	2	9	3	8	24	48	19	24
AC007375.3	0	0	0	1	0	0	0	1	3	0
VN1R79P	0	0	0	0	0	0	0	0	0	0
AC022382.1	0	1	3	5	0	2	0	4	6	2
AL391001.1	8	8	1	15	0	10	6	22	13	4
AC112491.1	1	23	6	29	54	33	21	1	38	24
AC078802.1	1	1	0	1	1	5	3	0	14	5
AL353593.1	3	1	5	35	2	18	19	32	7	1
ARHGAP19-SLIT1	0	2	0	0	0	0	0	11	24	0
AC125494.2	2	5	3	6	5	7	6	3	27	9
SNHG8	598	305	1977	1190	909	3061	930	528	3474	3427
AC018809.1	2	3	2	2	0	11	9	31	30	6
AP000654.1	0	0	0	0	0	0	0	17	0	1
AL513477.1	4	15	37	72	9	46	58	26	109	157
COMMD3-BMI1	0	0	0	0	0	0	0	0	0	0
AC018695.2	0	2	0	0	0	0	1	3	1	0
AC025857.2	12	8	20	30	16	25	24	64	30	92
RMRP	1	0	0	0	0	0	0	19	1	0
AC010531.5	2	0	4	1	2	5	5	36	5	5
AC234772.3	1	5	0	0	2	2	4	33	0	0
AC025165.4	6	2	1	8	2	7	4	16	8	3
MAP2K4P1	0	1	0	10	0	4	4	10	3	13
AL606834.1	0	11	2	42	0	29	19	43	114	99
AL158827.2	1	1	3	4	5	2	2	23	5	6
AL049840.2	6	26	16	35	14	52	40	79	22	28
FAM226B	0	0	0	0	0	0	0	0	0	0
AP006621.4	8	3	5	2	3	4	11	46	13	9
AC133794.1	0	10	0	1	0	0	0	0	1	0
AF131215.6	14	14	2	85	18	16	20	66	2	74
AL022067.1	1	4	0	1	0	6	7	11	2	9
AC068620.1	1	0	5	6	1	4	4	8	8	9
AC024451.4	0	0	2	1	1	5	2	59	5	9
Z98884.2	7	6	1	8	2	14	13	25	24	30
DDIT4-AS1	0	0	0	0	0	0	0	0	0	0
AC004817.3	0	0	0	8	1	1	5	17	0	3
AL158152.1	2	2	0	13	0	2	2	64	17	3
AC091057.2	0	0	1	2	0	1	2	3	0	1
AL078623.1	0	0	0	0	0	0	0	0	0	0
AL031429.2	1	1	1	25	0	1	0	1	0	0
AL353593.2	0	0	1	12	1	8	5	4	2	0
AC092720.2	0	0	0	2	0	1	0	0	0	0
AC093525.7	0	0	0	2	0	1	2	14	0	1
AC068790.2	2	2	2	0	1	3	2	13	12	1
PCF11-AS1	0	0	0	0	0	0	0	0	0	0
AL049840.3	9	22	9	35	6	75	49	33	32	44
AP001267.4	0	1	1	0	0	0	0	10	0	0
AC004817.4	1	0	0	0	0	0	0	19	0	0
AL158152.2	1	4	7	8	1	8	9	2	185	17
AC135178.5	6	3	7	18	13	16	12	28	40	28
AC069307.1	0	6	7	5	12	8	6	13	22	35
AP000962.1	0	0	0	1	0	0	1	2	0	0
AC090181.2	6	7	3	16	0	27	13	430	5	92
AL117336.2	2	4	0	12	0	12	7	9	14	6
AC022239.1	0	0	1	0	0	0	0	1	0	0
C7orf55-LUC7L2	1	0	0	3	0	0	1	1	0	0
MKNK1-AS1	1	9	4	6	1	6	4	86	5	8
AL353811.1	0	0	0	0	0	0	0	0	0	0
AL049840.4	137	237	130	308	153	424	326	321	379	291
SPACA6P-AS	3	0	0	4	0	1	1	10	47	4
AC010359.1	3	0	0	3	1	6	1	1	17	11
MEI4	0	0	1	1	0	4	4	0	0	0
AL136164.2	0	0	0	0	0	1	0	0	0	0
AL136115.2	3	3	0	2	0	0	3	74	6	6
AC006064.4	0	0	0	0	0	0	0	0	0	0
AL162424.1	0	1	1	5	0	4	6	8	0	0
AL020997.2	0	0	0	1	2	0	4	22	1	1
AC004542.1	0	0	0	0	0	0	0	0	0	0
AC010969.2	23	93	45	126	31	153	115	53	359	74
AC091057.3	4	12	1	3	8	17	29	37	9	22
AC012065.3	3	10	2	1	0	21	23	15	14	2
AL359881.1	0	1	1	0	0	7	5	0	146	2
AC068768.2	1	3	1	0	1	3	0	32	0	6
AL627309.7	17	3	5	11	0	66	40	7	68	0
AC018809.2	33	18	30	70	23	155	89	244	119	112
AC146944.4	0	1	1	0	0	0	0	0	3	0
AC078795.1	8	14	9	6	1	13	20	137	15	8
AL021328.1	0	3	1	0	0	2	0	77	1	0
AC040174.2	1	0	0	1	0	0	0	0	0	1
AC004542.2	0	0	0	0	0	0	0	0	0	0
AC036176.3	0	2	0	1	0	0	1	21	3	3
KC877982.1	0	0	0	1	0	0	0	0	0	0
AL513318.2	2	1	1	4	22	3	7	1	0	0
AC068790.3	4	2	0	2	0	8	3	64	21	2
AC005479.2	0	1	0	2	0	15	1	15	2	1
AL121894.2	2	4	5	9	2	29	11	16	37	11
AC022028.2	0	0	0	5	0	4	1	4	1	0
AC010531.6	6	6	11	1	2	16	10	9	34	20
AL137247.1	0	0	0	0	0	0	0	0	0	0
ZNF559-ZNF177	1	6	0	6	4	23	9	6	0	5
AC232271.1	16	20	28	35	7	80	74	122	279	63
AC087481.3	61	86	78	114	56	171	155	264	194	249
AC026150.3	0	0	0	0	0	1	0	16	0	1
AC107976.1	0	0	0	0	1	0	0	0	0	0
AC110769.2	0	3	3	2	0	24	7	59	47	7
AC009108.3	0	5	3	6	0	5	2	7	34	6
AC026691.1	6	6	1	33	5	28	6	3	43	8
Z93241.1	0	0	1	2	1	7	1	33	0	1
BMS1P7	0	0	0	2	0	0	1	0	0	0
AC079315.1	1	27	2	26	0	7	5	5	40	4
AC136475.7	6	0	0	1	0	1	10	3	3	2
AL020997.3	0	1	0	2	1	3	3	0	9	2
AL359881.2	0	0	2	1	1	4	3	1	48	3
AC027243.2	0	0	0	4	0	1	0	15	10	0
AL133467.4	0	0	0	0	0	0	1	0	0	0
AC025165.5	5	7	14	34	3	26	10	53	33	22
AL356055.1	0	0	0	1	0	3	0	8	0	0
AC068790.4	0	1	0	2	0	4	1	66	5	0
AC009061.2	8	11	6	22	10	29	38	83	46	50
AL035427.1	0	0	0	0	0	0	0	21	0	0
BX546450.2	1	0	0	0	0	0	0	1	9	0
AC127502.2	26	43	22	42	23	24	74	55	61	124
AC040170.1	5	2	3	18	5	55	11	2	0	5
AC121493.1	0	3	0	2	0	12	5	5	11	3
AC090589.3	5	10	8	11	4	52	13	69	42	22
AC068790.5	1	1	3	1	2	6	2	59	19	0
AL606834.2	4	9	3	20	2	20	20	28	2	16
AL356488.2	0	0	0	0	0	5	0	11	0	0
AC125494.3	0	0	0	0	0	0	0	0	0	4
MIR222HG	117	307	23	23	20	107	255	580	160	104
AP001172.1	0	0	0	0	0	0	0	3	0	0
AC090559.2	0	1	0	0	0	0	0	43	0	0
TSPY6P	0	0	0	0	0	0	0	0	0	0
AC087203.3	0	0	0	5	3	0	2	0	0	1
AL162742.2	0	0	0	0	0	0	0	0	0	0
AF131215.7	0	0	0	5	1	2	1	4	0	1
AP003117.1	1	0	1	3	0	1	1	2	0	0
AC010531.7	0	0	0	0	0	0	0	0	0	0
AL021878.2	5	4	7	5	9	24	12	27	8	9
GAS5-AS1	6	14	6	25	8	24	29	88	67	20
AC010997.3	1	0	0	0	0	0	0	8	0	0
AL590235.2	0	0	0	3	0	0	0	2	0	1
AC015726.1	5	20	11	44	11	18	12	18	39	26
AL670729.2	0	0	0	0	0	0	0	0	0	0
AC068790.6	0	2	0	1	0	2	1	9	3	0
AC078795.2	0	0	0	0	0	0	0	0	0	0
LDHAL6EP	1	2	0	0	0	0	0	2	0	1
AL365273.2	0	0	0	0	0	0	0	0	0	0
AC012065.4	0	0	0	0	0	0	0	0	0	0
AL360012.1	0	0	0	0	0	0	0	0	0	0
AL670729.3	0	3	0	1	0	4	0	1	0	0
AC136475.8	1	0	0	1	0	0	0	5	2	0
TSNAX-DISC1	0	0	0	1	0	2	2	3	3	0
AL049840.5	2	6	4	13	1	11	7	154	5	8
AL353593.3	0	1	0	1	0	1	1	26	7	0
AL583859.2	0	0	0	0	0	0	0	0	0	0
AC090241.2	0	0	0	0	0	1	0	34	0	0
AC006019.3	0	0	0	0	0	0	0	0	0	0
AL513327.3	2	1	1	0	1	1	2	51	1	0
AP001429.1	1	3	1	3	1	2	1	70	2	6
AP000769.2	0	0	0	0	0	0	0	0	0	0
AC138894.2	0	0	0	0	0	0	0	0	0	0
AC007728.3	0	0	0	1	0	2	1	38	0	0
VTRNA2-1	3	0	0	0	0	0	0	1	0	0
AC092127.2	2	0	1	0	0	2	0	174	1	0
AC027020.2	33	81	20	35	6	23	48	59	42	105
AC068790.7	0	3	2	1	0	5	4	48	16	3
AP003465.2	0	0	0	0	0	1	0	0	0	0
AC025766.1	0	0	1	0	0	1	5	8	2	6
AC078795.3	0	0	0	0	0	0	0	0	0	0
MINOS1-NBL1	0	0	0	2	2	0	0	1	1	2
AF230666.2	0	0	0	0	0	1	0	23	0	2
AP001172.2	0	0	0	0	0	0	0	0	0	0
AC005520.3	0	0	0	2	0	2	0	103	0	0
TERC	0	0	0	0	0	3	0	31	0	0
AC068620.2	2	2	0	4	0	16	5	6	22	7
AL591806.3	2	4	9	7	1	4	42	8	51	6
AC130352.1	0	0	0	0	2	2	0	16	1	0
AC004918.3	20	29	21	24	15	87	112	193	16	28
AC018695.3	0	0	1	0	0	0	2	36	3	1
LINC01480	11	9	2	5	2	38	20	7	44	52
AC010530.1	0	1	0	1	1	1	4	15	5	1
AL390838.2	0	0	0	0	0	0	0	1	0	0
AC004233.2	352	0	4	60	19	1	9	14	8	156
NCBP2-AS2	585	206	612	491	284	1604	956	163	1167	1053
AL359881.3	0	0	0	0	2	2	0	1	78	0
AL022097.1	0	0	2	1	1	0	0	81	1	0
AC023509.4	14	7	22	23	8	33	11	63	23	63
AC104109.2	9	7	10	20	4	17	13	18	31	32
AC007687.1	0	0	0	1	0	0	0	0	0	0
AP002840.2	3	14	3	11	5	57	12	13	46	22
BIVM-ERCC5	0	0	0	0	0	0	1	1	0	0
AC004080.4	13	4	4	0	1	48	7	0	8	13
AC018695.4	4	2	8	4	3	12	12	71	13	12
MTRNR2L11	0	0	0	0	0	0	0	13	0	1
AC068491.3	0	1	0	1	0	0	3	28	0	1
BNIP3P31	0	0	0	0	0	0	0	0	0	0
MRPS35P3	0	0	0	0	0	0	0	0	0	0
AC009237.12	0	0	0	0	0	0	0	0	0	0
AC097359.2	23	18	12	45	16	58	45	177	74	84
AC016773.1	12	12	13	9	3	25	15	30	144	12
AC007255.2	0	0	1	1	0	1	0	4	1	0
AC005229.3	0	0	0	0	0	0	0	0	0	0
AP003973.1	0	0	0	0	0	0	0	0	0	0
AC020549.2	0	0	1	0	0	0	0	9	0	0
AC068313.1	0	2	1	1	0	0	1	0	2	0
AL035411.2	0	0	0	0	0	0	0	0	0	0
AC104695.3	2	4	10	25	0	20	33	15	15	104
AC008738.6	1	0	0	0	0	0	0	0	0	2
AC013553.2	1	0	1	1	0	0	0	51	0	0
DUXAP11	0	0	0	0	0	0	0	0	0	0
MTCO2P22	0	1	0	4	1	4	1	151	11	21
AC006548.2	0	0	0	0	0	0	0	0	0	0
AC079880.1	7	7	2	9	1	15	3	27	12	17
MTND6P22	0	0	0	1	1	0	1	2	1	1
NBPF8	42	21	44	124	13	162	129	264	158	105
MTCYBP22	0	0	0	0	0	0	0	0	0	0
AL355333.1	0	0	0	0	0	0	0	0	0	0
AL162730.1	2	1	0	0	0	1	0	3	0	0
AC015849.1	4	2	0	2	0	4	1	1	3	0
AC115286.1	0	0	0	0	0	0	0	0	0	0
ACTR3BP1	0	0	0	0	0	0	0	0	0	0
AC022217.4	0	0	0	0	0	0	0	0	0	0
AC104687.2	1	2	1	1	1	6	0	3	1	0
AC011468.4	2	2	2	6	1	2	0	0	2	5
AC093668.1	1	1	3	0	2	0	1	0	0	2
AL670379.1	0	0	0	0	0	0	0	0	0	0
AC009884.2	0	0	0	0	0	1	0	48	0	0
AC096720.1	0	1	0	6	1	2	2	125	9	6
DUXAP4	0	0	0	1	0	0	0	1	1	0
BX255925.2	5	0	0	2	1	0	2	10	0	3
NDUFB8P2	6	9	5	5	19	11	3	64	3	12
AC104819.3	0	0	6	4	2	3	4	14	4	6
AL009028.1	1	0	0	0	0	0	0	4	0	0
IMMP1LP1	0	7	0	2	0	0	1	59	8	1
BNIP3P10	1	3	5	3	0	5	1	6	7	1
AC121334.2	0	0	0	0	0	0	0	0	0	0
TRMT112P7	0	0	0	0	0	0	0	0	0	0
HIST2H4B	0	0	0	1	0	0	0	1	0	1
AC009948.3	0	4	2	12	7	28	9	68	8	17
AL132655.3	0	0	0	0	0	0	0	0	0	0
AL451086.1	0	0	0	0	0	0	0	0	0	0
AC020910.2	0	0	0	0	0	0	0	1	0	0
AL096855.2	0	2	0	1	0	0	0	15	0	1
AC124916.2	0	1	0	0	0	0	0	90	1	0
AL359704.2	0	0	0	0	0	0	0	0	0	0
AC012669.1	0	0	0	0	0	0	0	0	0	0
AC079880.2	0	1	0	2	2	0	0	11	5	1
AC025588.2	0	0	0	0	0	0	0	0	0	0
XIAPP1	0	0	0	0	0	0	0	0	1	0
STX8P1	1	0	0	0	0	0	0	16	1	0
AL121758.1	1	0	0	1	0	0	1	0	0	3
PHACTR2P1	1	8	0	1	0	2	3	43	2	0
AC174071.1	0	0	0	0	0	0	0	0	0	0
AC080078.1	0	0	0	0	0	2	0	4	1	0
AC087283.1	1	0	0	0	1	0	1	0	0	0
AL158050.2	0	0	0	0	0	0	0	0	0	0
MTATP6P2	2	1	0	3	2	1	0	5	6	12
AL137843.1	0	0	0	0	0	0	0	0	0	0
COX6CP16	0	0	0	0	0	0	0	2	0	0
AC007161.2	0	0	0	0	0	0	0	37	0	0
BORCS7-ASMT	0	0	0	0	0	0	0	0	0	0
AC004004.1	0	0	0	0	0	0	0	1	0	0
AC007953.2	0	0	0	3	0	0	0	1	0	0
AC091167.3	0	0	0	0	2	0	2	0	0	0
AP000860.1	0	0	0	0	0	0	0	1	0	0
AC005972.2	0	0	0	0	0	0	0	8	0	0
BNIP3P9	0	0	1	5	0	1	0	1	0	0
AL021997.1	0	1	1	5	0	0	1	1	1	2
AC009597.2	0	0	0	0	0	0	0	0	0	0
AL009183.1	0	0	0	0	0	1	0	0	0	0
SMC2-AS1	1	0	6	19	1	5	9	6	44	5
AL390123.1	0	0	0	0	0	0	0	0	0	0
AC093159.2	0	0	0	0	0	2	0	6	0	0
AC105148.1	0	0	0	0	0	0	0	0	0	0
AC243756.1	0	0	0	0	0	0	0	1	1	0
AL499605.1	0	0	0	0	0	0	0	0	0	0
UNGP3	0	0	0	0	0	3	1	1	0	0
POC1B-AS1	19	29	125	26	16	125	52	1514	135	81
AC011453.2	0	0	0	0	0	0	0	0	0	0
MTND4LP5	1	0	0	0	0	1	0	1	1	0
AC022387.2	0	0	0	0	0	0	0	0	0	0
AC012368.3	0	0	0	0	0	0	0	0	1	0
AL358335.3	0	0	0	0	0	0	0	1	0	0
AL451085.1	1	1	0	0	0	6	4	1	3	0
HMGN3-AS1	15	14	23	75	5	74	92	72	175	136
AC092053.1	0	0	0	0	0	0	0	4	0	1
AL591684.3	0	0	0	0	0	0	0	0	0	0
AL122127.1	0	0	0	0	0	0	0	0	0	0
AL162413.1	0	0	5	0	0	28	13	0	153	0
AC097639.2	0	0	0	1	0	0	0	41	0	0
AC020891.4	2	1	0	0	0	0	1	0	2	1
HEATR9	0	2	1	10	0	3	1	29	1	0
AL358215.1	0	0	0	0	0	0	0	0	0	0
AL138963.2	0	1	0	0	0	0	0	11	4	0
AL109918.2	0	0	0	0	2	0	0	0	0	0
AC133539.2	0	0	0	0	0	0	0	0	1	0
AC115621.1	0	0	0	0	0	0	0	93	0	0
MTCO3P22	0	1	2	0	3	0	0	2	5	1
AC013444.2	0	0	0	0	0	0	0	14	0	0
PFN1P2	4	0	6	2	0	7	6	31	10	5
AC000095.1	0	0	0	0	0	0	0	0	0	0
MTRNR2L13	0	0	0	1	0	0	0	1	1	0
MREGP1	0	0	0	0	0	0	1	0	0	0
AL670379.2	0	0	0	0	0	0	0	0	0	0
AL512782.1	0	0	0	0	1	0	0	0	0	0
AC140658.4	1	0	0	2	0	0	0	0	0	0
AC011458.1	0	0	0	1	0	1	2	16	1	0
AP001554.1	3	1	0	0	0	1	9	0	0	1
AC104692.2	0	0	0	0	0	0	0	7	1	0
AC090950.1	3	0	0	0	1	0	1	117	3	1
AL354984.3	0	0	0	0	0	0	0	0	6	0
AL136084.3	2	0	3	69	1	39	10	16	3	7
AL355812.1	0	0	0	0	1	0	0	0	1	0
DPPA3P3	0	0	0	0	0	0	0	0	0	0
REXO1L4P	0	0	0	0	0	0	0	0	0	0
CAHM	5	1	2	9	1	8	2	0	1	0
AC022022.2	0	0	0	0	0	0	0	58	0	0
AL133247.2	0	0	0	0	0	0	0	0	0	0
AP001981.1	0	0	0	0	0	0	0	1	0	0
AC145285.5	0	0	0	1	1	0	0	1	3	0
AC002487.1	0	0	0	0	0	0	0	0	0	0
AC099343.2	8	4	2	2	1	14	8	206	19	29
NRBF2P5	4	12	4	6	1	4	3	228	10	7
KNOP1P2	0	0	0	1	0	1	0	129	2	4
AC024589.2	1	0	0	0	0	0	0	0	0	0
AC005000.2	0	1	0	0	0	0	0	2	0	0
OR7E108P	0	0	0	0	0	0	0	0	0	0
H3F3AP2	2	1	1	0	1	1	2	30	1	2
AC012044.1	0	0	0	0	0	0	0	0	0	0
AC068733.2	0	0	0	0	0	0	0	0	0	0
AC009501.3	0	0	0	0	0	0	0	0	0	0
AC012175.1	0	0	0	0	0	0	0	0	0	0
AC135506.1	6	14	10	46	11	20	26	33	78	34
AC008725.1	0	1	0	0	0	0	0	0	1	0
AL139344.1	0	0	0	0	0	0	0	0	0	0
AZU1P1	0	0	0	0	0	0	0	0	0	0
AC145423.1	0	0	0	0	0	0	0	0	0	0
AL136363.1	0	0	0	0	0	0	0	0	0	0
AC007179.3	0	0	0	0	0	0	0	0	0	0
AP001485.1	0	0	0	0	0	0	0	0	0	1
AC007566.2	0	0	0	0	0	0	0	0	0	0
PABPC1P5	0	0	0	0	0	0	0	0	0	0
AL670379.3	0	0	0	0	0	0	0	0	0	0
AC093424.1	2	2	6	4	0	1	0	6	3	0
AC009779.6	0	0	0	0	0	0	0	0	0	0
AC106900.2	9	13	5	6	50	3	17	5	133	21
AC005034.2	0	3	0	1	0	0	0	42	8	3
AC006557.5	0	0	0	0	1	1	0	0	6	0
AC064872.1	0	0	1	0	0	0	0	0	0	0
AC024563.2	0	0	0	0	0	0	0	0	0	0
AL033523.1	0	0	0	0	0	0	0	0	0	0
BNIP3P37	1	0	0	0	0	0	1	4	0	0
AC073413.1	0	0	2	2	0	1	1	16	3	2
AC026367.1	0	2	2	1	1	4	2	3	10	8
AL078595.2	0	0	0	0	0	0	0	1	0	0
AL355297.2	0	0	0	0	0	1	0	41	0	0
AC079587.1	0	0	0	0	0	1	0	0	0	0
AC110048.1	1	0	0	2	0	0	0	0	1	0
AL359999.1	0	0	0	0	0	0	0	0	0	0
AC137695.1	0	0	0	0	0	1	0	1	0	0
AL670379.4	0	0	0	0	0	0	0	0	0	0
AL513534.2	0	0	0	0	0	0	0	0	0	0
AC008825.2	0	0	0	0	0	0	0	0	0	0
BNIP3P7	0	0	0	0	0	0	1	0	0	0
BX322635.1	1	0	0	4	0	0	0	8	0	0
MKI67P1	0	0	0	0	0	0	0	1	1	3
COX6CP4	0	0	0	0	0	0	0	0	0	0
YTHDF2P1	1	2	0	38	3	45	56	5	83	79
AL391422.3	43	10	32	285	12	79	94	20	210	22
AC021646.1	0	0	0	0	0	0	0	1	0	0
AL049861.1	0	0	0	0	0	0	0	0	0	0
AL713998.2	0	0	0	0	0	0	0	0	0	0
AP000811.1	1	3	2	4	3	7	2	20	1	1
AC005377.1	0	2	0	0	0	0	0	0	1	0
AC113368.1	0	0	0	1	0	0	0	0	0	0
AC079791.1	0	0	0	0	0	0	0	0	0	0
AC008626.1	0	0	0	0	0	0	0	2	0	0
AL450336.1	1	0	0	0	1	0	0	0	1	0
AL162713.1	0	0	0	0	0	0	0	0	4	0
AC124303.1	0	0	0	0	0	0	0	0	0	0
QTRT1P1	0	0	0	0	0	0	0	0	0	0
SNRPGP19	0	0	0	0	0	0	0	0	0	0
AC021171.1	1	0	0	0	0	0	1	2	1	3
AC022001.1	0	0	0	1	0	0	0	38	0	0
PEBP1P2	2	4	3	1	14	1	2	8	6	2
CR382285.1	0	0	0	2	0	0	2	0	7	0
ELOCP34	0	0	0	0	0	0	0	0	0	0
AC121247.2	0	0	1	0	0	0	0	2	0	0
AC093915.1	0	0	0	3	0	0	0	0	0	1
AC069545.1	0	0	0	0	0	0	0	0	0	0
AL356218.2	0	0	0	0	0	0	0	2	0	0
AC008555.3	0	0	0	0	0	0	0	0	0	0
LINC01235	12	42	7	313	47	83	21	23	37	86
AL451044.1	0	0	0	0	0	0	1	25	1	2
DUXAP3	0	0	0	0	0	0	0	0	0	0
AC011921.3	0	6	2	0	3	0	1	16	0	0
AC069431.2	0	0	0	0	0	0	0	33	2	0
AC211469.1	0	0	0	0	0	0	0	9	0	0
AC013731.1	3	0	1	0	2	3	10	47	33	5
AC025449.1	8	11	11	54	4	41	48	2	77	46
APOOP1	0	0	0	0	0	0	0	0	0	0
AC097634.1	4	5	2	11	0	31	6	34	1	4
AC068276.1	0	0	0	0	0	0	0	2	0	0
AC140113.1	0	0	0	0	0	0	0	0	0	0
AC007681.1	3	7	0	48	0	25	9	46	9	6
AC010680.2	0	12	3	10	3	32	19	45	57	11
AL160281.1	0	0	0	0	0	0	0	92	0	0
AC005520.4	0	0	1	0	0	0	0	0	2	1
